"If they can prove it is *there*, we might pay for it,’,NEWS,['here' 'available' 'present'],""Paraphrase the highlighted word: If they can prove it is *there*, we might pay"",there,there,""Paraphrase the highlighted word: If they can prove it is there, we might pay"",there,here";;;;
"‘That *point* about the core business is very unfair,’ he says.,NEWS,['detail' 'part' 'aspect' 'claim'],""Paraphrase the highlighted word: ‘That *point* about the core business is very unfair,"",point,point,""Paraphrase the highlighted word: ``That point about the core business is very unfair,"",this,the";;;;
"Along with Sir James he *found* the US much more attractive, taking over and breaking up some fairly hefty US corporations.,NEWS,['viewed' 'discovered' 'concluded' 'considered'],""Paraphrase the highlighted word: Zusammen mit Sir James erfound the US much more attractive,"",made,found,""Paraphrase the highlighted word: """"Together with Sir James, he found the US much"",found,found";;;;
"Along with Sir James he found the US much more attractive, taking over and *breaking* up some fairly hefty US corporations.,NEWS,['splitting' 'dividing' 'dissecting' 'demolishing'],Paraphrase the highlighted word: Zusammen mit Sir James er erfreut sich,swung,swung,""Paraphrase the highlighted word: along with Sir James, he found the US much more"",broke,with";;;;
He rejects *charges* that he was partly responsible for the ‘casino atmosphere’ that gripped US corporate life in the early 1980s.,NEWS,['allegations' 'accusations' 'liability' 'claims' 'consensus'],Paraphrase the highlighted word: He rejects *charges* that he was partly responsible,accusations,accusations,Paraphrase the highlighted word: He rejects ``charges '' that he was partly responsible for,accusations,accusations;;;;
He rejects charges that he was partly responsible for the ‘casino atmosphere’ that *gripped* US corporate life in the early 1980s.,NEWS,['captured' 'captivated' 'encompassed' 'grasped' 'enthralled'],Paraphrase the highlighted word: He rejects charges that he was partly responsible for the ‘,ruined,ruined,Paraphrase the highlighted word: He rejects charges that he was partly responsible for the ``,taken,passed;;;;
"‘We *stirred* it up, yes, but we never lost any money for anybody and we never added to the unemployment figures.’,NEWS,['messed' 'swirled' 'shook' 'riled' 'mixed'],""Paraphrase the highlighted word: ‘We *stirred* it up, yes, but"",blew,blew,""Paraphrase the highlighted word: ``We stirred it up, yes, but we never"",turned,spoke";;;;
"‘We stirred it up, yes, but we never *lost* any money for anybody and we never added to the unemployment figures.’,NEWS,['forfeited' 'squandered'],""Paraphrase the highlighted word: ‘We stirred it up, yes, but we never *"",lost,lost,""Paraphrase the highlighted word: ‘We stirred it up, yes, but we"",lost,lose";;;;
And there is always the ultimate unbundler's *defence* — that he will make money for his backers.,NEWS,['defiance' 'excuse' 'rebuttal' 'argument' 'mitigation'],Paraphrase the highlighted word: And there is always the ultimate unbundler's *de,defense,defense,Paraphrase the highlighted word: And there is always the ultimate unbundler's ``,defence,defeat;;;;
In a takeover campaign that has already seen vitriolic language, he responds to the charge that he is *mounting* the bid to enrich himself and his friends by saying: ‘Nobody could take that as a criticism — this is an investor group.,NEWS,['planning' 'strengthening' 'leading' 'initiating' 'launching' 'tabling'],Paraphrase the highlighted word: In a takeover campaign that has already seen vitrio,launching,launching,Paraphrase the highlighted word: In a takeover campaign that has already seen vitriolic language,going,in;;;;
In a takeover campaign that has already seen vitriolic language, he responds to the charge that he is mounting the bid to enrich himself and his friends by saying: ‘Nobody could *take* that as a criticism — this is an investor group.,NEWS,['interpret' 'accept' 'endure' 'see'],Paraphrase the highlighted word: In a takeover campaign that has already seen vitrio,'ve,'ve,Paraphrase the highlighted word: In a takeover campaign that has already seen vitriolic language,bring,get;;;;
Sir: I was interested by your juxtaposition of ‘Poll predicts 42-seat majority for Labour’ with ‘Tories *hold* on’ (30 September), the latter referring, of course, to the Conservative victory in Wandsworth, the significance of which appears to have been almost totally ignored by the media.,NEWS,['cling' 'grasp' 'remain'],Paraphrase the highlighted word: Sir: Sir: I was interested by your juxtaposition of ‘,'s,'s,Paraphrase the highlighted word: Sir: I was interested by your juxtaposition of �,bring,get;;;;
Electors are always *prepared* to criticise the Government in answer to pollsters' questions, but when the same individuals arrive at the polling booth they simply can not bring themselves to vote Labour into power.,NEWS,['ready' 'quick' 'willing'],Paraphrase the highlighted word: Electors are always *prepared* to criticise,prepared,prepared,Paraphrase the highlighted word: Electors are always prepared to criticise the government in,ready,ready;;;;
Labour hopes to transform the situation by increasing the number of A-levels to five for the brighter youngsters and providing grants for four-year training courses (two years in a Further Education college *followed* by two with an employer) for the rest.,NEWS,['precluded' 'noword' 'accompanied'],<extra_id_0> : Labour hopes to transform the situation by increasing the number of A-levels to five,followed,followed,Paraphrase the highlighted word: Labour hopes to transform the situation by increasing the number of,followed,followed;;;;
These reforms will only *achieve* their objective if accompanied by the implementation of the 1944 Education Act provision for compulsory part- or full-time education or training up to the age of 18.,NEWS,['reach' 'attain' 'meet'],Paraphrase the highlighted word: These reforms will only *achieve* their objective,achieve,achieve,Paraphrase the highlighted word: These reforms will only achieve their objective if accompanied by the,do,achieve;;;;
The sharply reduced number of 16-18-year-olds will inevitably lead employers to bid up the wages of that age *group* to entice young people away from education and into unskilled or semi-skilled jobs.,NEWS,['cohort' 'bracket' 'demographic' 'category'],<extra_id_0> Paraphrase the highlighted word: The sharp reduced number of 16-18-year-olds,a,a,Paraphrase the highlighted word: The sharply reduced number of 16-18-year-,job,18-year-old;;;;
"Only then will two vitally important and complementary goals be achieved: to improve Britain's general educational and vocational competence, and hence our productive capacity; and to reduce our gross educational inequalities between the elite who receive a *narrow* education to a very high standard, and the rest.,NEWS,['limited' 'better'],Paraphrase the highlighted word: Only then will two vitally important and complementary goals be achieved:,high,high,Paraphrase the highlighted word: Only then will two vitally important and complementary goals be,small,hard";;;;
Sir: Labour does not *need* a commitment to proportional representation in order to scoop most of the centre ground at the next general election.,NEWS,['require'],Paraphrase the highlighted word: Sir: Labour does not *need* a commitment to,need,need,Paraphrase the highlighted word: Sir: Labour does not need a commitment to proportional representation,need,have;;;;
Sir: If Labour is to suggest the *setting* up of a specialist labour court (30 September), then such a momentous change in the industrial relations system deserves more discussion, and needs to be taken out of the hot-house of Labour Party conference politics.,NEWS,['making' 'creating' 'building'],Paraphrase the highlighted word: Sir: If Labour wants to suggest the *setting* up of,securing,securing,Paraphrase the highlighted word: If Labour is to suggest the setting up of a specialist,bring,30;;;;
Sir: If Labour is to suggest the setting up of a specialist labour court (30 September), then such a momentous change in the industrial relations system deserves more discussion, and needs to be taken out of the *hot-house* of Labour Party conference politics.,NEWS,['web' 'debate' 'hotbed' 'forefront'],Paraphrase the highlighted word: Sir: If Labour wants to suggest the setting up of a,slum,slum,Paraphrase the highlighted word: If Labour is to suggest the setting up of a specialist,house,house;;;;
"Second, it would ensure that workers enjoyed positive rights under law and reduce the emphasis of union *immunities*.,NEWS,['protection' 'exemptions' 'protections' 'resistance'],""Paraphrase the highlighted word: Second, it would ensure that workers enjoyed positive rights under law and"",responsibilities,rights,""Paraphrase the highlighted word: Second, it would ensure that workers enjoyed positive rights under"",immunities,second";;;;
Labour law will always reflect the balance of *power* in society, and a fully fledged labour court system will not remove class and fundamental employer-employee differences.,NEWS,['influence' 'strength' 'dominance'],Paraphrase the highlighted word: Labour law will always reflect the balance of *power* in society,power,power,Paraphrase the highlighted word: Labour law will always reflect the balance of power in society,power,power;;;;
"Labour law will always reflect the balance of power in society, and a fully fledged labour court system will not *remove* class and fundamental employer-employee differences.,NEWS,['abolish' 'eliminate'],""Paraphrase the highlighted word: Labour law will always reflect the balance of power in society, and"",eliminate,eliminate,Paraphrase the highlighted word: Labour law will always reflect the balance of power in society,relieve,abide";;;;
"Third, a labour division of the High Court would contribute to the process of *constitutional* reform in Britain which surely is to be a key political issue in the 1990s.,NEWS,['structural' 'societal' 'judicial'],""Paraphrase the highlighted word: Third, a labour division of the High Court would contribute to"",constitutional,constitutional,""Paraphrase the highlighted word: Third, a labour division of the High Court would contribute"",second,thorough";;;;
The ‘trade union question’ would cease to haunt the Labour Party and while that might *upset* some Conservatives it would be good for the country.,NEWS,['dismay' 'worry' 'unsettle' 'irritate' 'trouble'],Paraphrase the highlighted word: The ‘trade union question’ would cease to haunt the Labour Party,bother,bother,Paraphrase the highlighted word: The ‘trade union question’ would cease to,worries,bore;;;;
How much ‘independence’ do you suppose a person has who exists on the no-*fixed-*abode Giro of £34.90 a week?,NEWS,['permanent' 'set' 'fixed'],Paraphrase the highlighted word: How much ‘independence’ do you suppose a person,'s,'s,Paraphrase the highlighted word: How much independence do you suppose a person has who exists,fixable,repentance;;;;
"Now, it would appear from this article, that this ideal is *shattered* and a two-tiered Europe is on the cards.,NEWS,['destroyed' 'decimated' 'dead' 'wrecked'],""Paraphrase the highlighted word: Now, it would appear from this article, that this ideal is"",broken,broken,""Paraphrase the highlighted word: Now, it would appear from this article that this ideal"",defective,defective";;;;
"Now, it would appear from this article, that this ideal is shattered and a two*-tiered* Europe is on the cards.,NEWS,['level' 'layered' 'leveled'],""Paraphrase the highlighted word: Now, it would appear from this article, that this ideal is"",in,in,""Paraphrase the highlighted word: Now, it would appear from this article that this ideal"",hollow,the";;;;
"Cardinal Hume has not only the cross of being a fervent Newcastle United supporter to bear; he is also known to irreverent *members* of Mayfair's Jesuit Farm Street Church by his initials, George Basil Hume.,NEWS,['people' 'fellows' 'associates' 'attendees'],<extra_id_0> : <extra_id_1> : Cardinal Hume has not only the cross of being a fervent,members,members,Paraphrase the highlighted word: Cardinal Hume has not only the cross of being a ferv,members,members";;;;
DOZENS more East German refugees arrived outside the West German embassy yesterday seeking asylum and passage to the West, including some who *missed* by only a few minutes a train that took more than 800 of their compatriots to West Germany.,NEWS,['trailed' 'undershot'],Paraphrase the highlighted word: DOZENS more East German refugees arrived outside the West German,walked,walked,Paraphrase the highlighted word: DOZENS of East German refugees arrived at the West,lost,missed;;;;
"According to unofficial reports, the *arrangement* was designed by the West German Foreign Minister, Hans Dietrich Genscher, the new Polish foreign minister, Krzystof Skubiszewski, and the Soviet Foreign Minister, Eduard Shevardnadze, who met recently at the United Nations in New York.,NEWS,['situation' 'agreement' 'settlement' 'plan'],""<extra_id_0> the highlighted word: Paraphrase the highlighted word: """"An arrangement* was designed by"",arrangement,arrangement,""Paraphrase the highlighted word: According to unofficial reports, the ``arrangement ''"",confused,dealings";;;;
"Thousands of Montenegrins, many in national costume, waited at the quayside in Bar for the Italian warship that would *bring* him home.,NEWS,['transport' 'carry' 'take' 'escort'],""Paraphrase the highlighted word: Thousands of Montenegrins, many in national costume"",bring,take,""Paraphrase the highlighted word: Thousands of Montenegrins, many in national costume,"",bring,bring";;;;
What was surely the last ever Montenegrin ‘royal event’ was masterminded by the republic's new Communist leadership, which has abruptly stopped describing Nicholas as a class enemy, to ride the same wave of popular patriotism and royal fervour which *swept* Serbia in the recent celebrations of the 600th anniversary of the battle of Kosovo.,NEWS,['typified' 'overwhelmed' 'drove' 'engulfed' 'swooped'],<extra_id_0> : What was surely the last ever Montenegrin ‘royal event’ was master,swept,swept,Paraphrase the highlighted word: What was surely the last ever Montenegrin ‘roy,happened,thunder;;;;
"‘If I die abroad in exile, let my body rest in a temporary grave until my mortal remains be transferred to our dear homeland,’ said the Montenegrin President, Branko Kostic, reading the royal *will* and testament to the crowds in Cetinje Square, who carried flags and portraits of Nicholas and his queen, Milena.,NEWS,['request' 'details' 'requests' 'legacy'],""<extra_id_0> the highlighted word: ‘If I die abroad in exile, let my body rest in"",'s,'s,""Paraphrase the highlighted word: ‘If I die abroad in exile, let my"",will,will";;;;
"‘Our tourist organisations are counting on big profits,’ said Srdan Darmanovic, a *member* of the Montenegrin Central Committee.,NEWS,['representative' 'person' 'associate'],""Paraphrase the highlighted word: ‘Our tourist organisations are counting on big profits,’ said S"",member,member,""Paraphrase the highlighted word: ‘Our tourist organisations are counting on big profits,"",the,the";;;;
"Montenegro's *young* and go-ahead leadership, which came to power this year amid furious popular dissatisfaction with the ‘old men in grey suits’, sponsored the gathering of Nicholas's surviving relatives — the first ‘royal reunion’ organised by a Communist government.,NEWS,['youthful' 'juvenile'],""<extra_id_0> the highlighted word: Montenegro's leadership, which came to power this year"",young,young,Paraphrase the highlighted word: Montenegro's `` young '' and go-ahead leadership,young,young";;;;
"For a man whom Rebecca West, a contemporary Balkan observer, called ‘*repulsive*’ and ‘treacherous’ for deserting his Serbian son-in-law, King Alexander, in the First World War, it is a sepia-tinted view of history.,NEWS,['revolting' 'disgusting' 'awful' 'grotesque'],""<extra_id_0> the highlighted word: For a man whom Rebecca West, a contemporary Balkan observe"",reprimanding,frightened,""Paraphrase the highlighted word for a man whom Rebecca West, a contemporary Balkan observer"",disgraceful,scary";;;;
This furthered his long-term ambition to *rule* a large ‘south Slav’ kingdom when the Ottoman Empire finally collapsed.,NEWS,['oversee' 'lead' 'command' 'control' 'govern'],Paraphrase the highlighted word: This further further his long-term ambition to *rule*,rule,build,Paraphrase the highlighted word: This furthered his long-term ambition to rule a,bring,control;;;;
This furthered his long-term ambition to rule a large ‘south Slav’ kingdom when the Ottoman Empire finally *collapsed*.,NEWS,['fell' 'disintegrated' 'descended' 'ended' 'crashed'],Paraphrase the highlighted word: This furthered his long-term ambition to rule a,collapsed,collapsed,Paraphrase the highlighted word: This furthered his long-term ambition to rule a,defeated,failed;;;;
He even persuaded 12 European *powers* to turn cottages into full embassies.,NEWS,['bosses' 'forces' 'authorities' 'countries' 'executives'],Paraphrase the highlighted word: He even persuaded 12 European *powers* to,powers,powers,Paraphrase the highlighted word: He even persuaded 12 European powers to turn cottages,county,counts;;;;
It was a *fair* achievement in a town which an earlier observer described as ‘44 hovels’.,NEWS,['decent' 'just' 'equal' 'good' 'nice'],Paraphrase the highlighted word: It was a *fair* achievement in a town which,good,good,Paraphrase the highlighted word: It was a `` fair `` achievement in a town which,good,wonderful;;;;
VIRGIL THOMSON was a composer and writer of originality, courage and wit formed by a unique *mixture* of American and French influences.,NEWS,['blend' 'combination'],Paraphrase the highlighted word: VIRGIL THOMSON was a composer and writer,mix,mix,Paraphrase the highlighted word: VIRGIL THOMSON was a composer and,mix,mix;;;;
His Missouri childhood gave him access to Baptist hymns and church music, but at Harvard he was *introduced* to the writings of Gertrude Stein and the music of Erik Satie.,NEWS,['acquainted' 'exposed' 'presented' 'conceived'],Paraphrase the highlighted word: His Missouri childhood gave him access to Baptist hymns and church music,introduced,introduced,Paraphrase the highlighted word: His Missouri childhood gave him access to Baptist hymns,taken,attracted;;;;
These influences laid the foundations for the blend of the naive and the sophisticated which is the *hallmark* of Thomson's maturity.,NEWS,['trademark' 'definition' 'essence'],Paraphrase the highlighted word: These influences laid the foundation for the blend of the na,foundation,foundation,Paraphrase the highlighted word: These influences laid the foundations for the blend of the naive,point,mark;;;;
Like many young American composers he studied with Nadia Boulanger, but after 1925 *set* out to achieve the ‘discipline of spontaneity’ which he found in Stein's writings.,NEWS,['went' 'branched'],Paraphrase the highlighted word: Like many young American composers he studied with Nadia Bou,started,started,Paraphrase the highlighted word: Like many young American composers he studied with Nadia,do,set;;;;
"First came Four Saints in Three Acts, produced in 1934, and then The Mother of Us All (1947), which *demonstrated* a new kind of plotless opera only now reaching a wider currency through the stage works of Philip Glass.,NEWS,['showcased' 'showed' 'displayed'],""<extra_id_0> : First came Four Saints in Three Acts, produced in 1934, and then The"",'s,sounded,""Paraphrase the highlighted word: First came Four Saints in Three Acts, produced in 1934"",found,explained";;;;
"First came Four Saints in Three Acts, produced in 1934, and then The Mother of Us All (1947), which demonstrated a new kind of plotless opera only now *reaching* a wider currency through the stage works of Philip Glass.,NEWS,['achieving' 'finding' 'attaining' 'extending' 'gaining'],""<extra_id_0> : First came Four Saints in Three Acts, produced in 1934, and then The"",gaining,gaining,""Paraphrase the highlighted word: First came Four Saints in Three Acts, produced in 1934"",bring,the";;;;
He said: ‘I had wondered whether a *piece* so drenched in Anglican chant (running from Gilbert and Sullivan to Morning Prayer and back) could rise and sail.’,NEWS,['part' 'work' 'thing' 'object' 'item'],Paraphrase the highlighted word: He said: ‘I had wondered whether a *piece*,piece,piece,Paraphrase the highlighted word: ``I had wondered whether a piece so drenched in,back,letter;;;;
He said: ‘I had wondered whether a piece so drenched in Anglican chant (running from Gilbert and Sullivan to Morning Prayer and back) could *rise* and sail.’,NEWS,['ascend' 'surface' 'soar' 'arise' 'ascent'],Paraphrase the highlighted word: He said: ‘I had wondered whether a piece so,'ve,'ve,Paraphrase the highlighted word: ``I had wondered whether a piece so drenched in,come,go;;;;
"But the resulting *mixture* of hymns, folksy tunes and recitatives — at times of intoxicating banality — was a sensation.,NEWS,['combination' 'collection'],""Paraphrase the highlighted word: But the resulting *mixture* of hymns, folks"",mix,mix,""Paraphrase the highlighted word: But the resulting mixture of hymns, folksy"",mix,mix";;;;
"The opera, like Gershwin's Porgy and Bess the following year, used an all-Black cast and the staging and choreography gave it a British *connection* since it was by Frederick Ashton.,NEWS,['link' 'root' 'association'],""Paraphrase the highlighted word: The opera, like Gershwin's Porgy"",connection,connection,""Paraphrase the highlighted word: The opera, like Gershwin's Porgy"",like,adore";;;;
"In 1936, three years before Aaron Copland, Thomson started writing film scores which were a *model* of unobtrusive clarity and pertinence, combining American materials to suit documentaries such as The Plow that Broke the Plains and The River with the musique d'ameublement approach of Satie.,NEWS,['prototype' 'standard' 'epitome' 'example' 'blueprint'],""<extra_id_0> word: <extra_id_1> highlighted word: In 1936, three years before Aaron Copland, Thomson"",model,model,""Paraphrase the highlighted word: In 1936, three years before Aaron Copland, Thomson"",noody,three";;;;
"Just as Thomson *transferred* Stein's literary abstraction to music, so these portraits unusually employ the painter's technique of drawing the sitter from life: an ideal combination of Thomson's habit of immediate response with an actual subject.,NEWS,['transposed' 'transmitted' 'reassign'],Paraphrase the highlighted word: Just as Thomson *transferred* Stein's literary abstraction,re-imagined,re-used,""Paraphrase the highlighted word: Just as Thomson transferred Stein's literary abstraction to music,"",turned,transferred";;;;
"Just as Thomson transferred Stein's literary abstraction to music, so these portraits unusually employ the *painter*'s technique of drawing the sitter from life: an ideal combination of Thomson's habit of immediate response with an actual subject.,NEWS,['artist' 'artists'],""Paraphrase the highlighted word: Just as Thomson transferred Stein's literary abstraction to music, so"",pragma,pragma,""Paraphrase the highlighted word: Just as Thomson transferred Stein's literary abstraction to music,"",painting,painter";;;;
"Just as Thomson transferred Stein's literary abstraction to music, so these portraits unusually employ the painter's technique of *drawing* the sitter from life: an ideal combination of Thomson's habit of immediate response with an actual subject.,NEWS,['sketching' 'portraying' 'illustration'],""Paraphrase the highlighted word: Just as Thomson transferred Stein's literary abstraction to music, so"",removing,removing,""Paraphrase the highlighted word: Just as Thomson transferred Stein's literary abstraction to music,"",bring,drawing";;;;
He always *felt* that effective musical criticism began by being well written, and he never lost his liveliness.,NEWS,['believed' 'thought' 'found'],Paraphrase the highlighted word: He always *felt* that effective musical criticism began by being,admired,believed,Paraphrase the highlighted word: He always felt that effective musical criticism began by being well,felt,is;;;;
"He started by writing occasional articles but in 1939 he wrote The State of Music, a trenchant and provocative assessment of the *machinery* of the musical profession at the time.,NEWS,['machinations' 'apparatus' 'workings'],Paraphrase the highlighted word: He started by writing occasional articles but in 1939 he wrote,art,art,""Paraphrase the highlighted word: He started by writing occasional articles, but in 1939 he"",ca,magnet";;;;
From 1940 to 1954 he wrote regularly for the New York Herald Tribune and four volumes of his *notices* have appeared in book form.,NEWS,['work' 'announcements' 'words' 'pieces' 'observances'],Paraphrase the highlighted word: From 1940 to 1954 he wrote regularly for the New York Herald,notes,notes,Paraphrase the highlighted word: From 1940 to 1954 he wrote regularly for the New York,notebooks,comments;;;;
From 1940 to 1954 he wrote regularly for the New York Herald Tribune and four volumes of his notices have appeared in book *form*.,NEWS,['format'],Paraphrase the highlighted word: From 1940 to 1954 he wrote regularly for the New York Herald,form,paper,Paraphrase the highlighted word: From 1940 to 1954 he wrote regularly for the New York,form,form;;;;
"He wrote a fulsome 400-page autobiography, characteristically entitled Virgil Thomson on Virgil Thomson, and a personal survey, American Music since 1910, appeared in 1972, *followed* recently by a selected edition of his letters.,NEWS,['succeeded' 'ensued' 'tracked'],Paraphrase the highlighted word: He wrote a fulsome 400-page autobiography,followed,followed,""Paraphrase the highlighted word: He wrote a fulsome 400-page autobiography,"",followed,followed";;;;
As both composer and critic he *touched* both sides of the coin: A climate of receptivity is what the artist most desires.,NEWS,['affected' 'showed' 'felt' 'tapped'],Paraphrase the highlighted word: As both composer and critic he *touched* both,shook,shook,Paraphrase the highlighted word: As both composer and critic he touched both sides of the,took,attracted;;;;
As both composer and critic he touched both *sides* of the coin: A climate of receptivity is what the artist most desires.,NEWS,['faces' 'edges' 'surfaces'],Paraphrase the highlighted word: As both composer and critic he touched both *sides*,sides,sides,Paraphrase the highlighted word: As both composer and critic he touched both sides of the,sides,side;;;;
"Above all he restored the *focus* of music criticism onto the music itself.,NEWS,['concentration' 'vision' 'attention' 'aim'],Paraphrase the highlighted word: he restored the *focus* of music criticism onto the music,focus,focus,""Paraphrase the highlighted word: above all, he restored the focus of music criticism to"",focus,focus";;;;
"He made no secret of his Francophile enthusiasms, in reaction to the earlier domination of American music by Germans, and he was one of the first writers to *register* the importance of jazz.,NEWS,['note' 'record' 'acknowledge'],""Paraphrase the highlighted word: He made no secret of his Francophile enthusiasms, in"",show,show,Paraphrase the highlighted word: He made no secret of his Francophile enthusiasms,note,adore";;;;
Thomson's songs *contain* some of his finest work.,NEWS,['include' 'hold' 'involve'],Paraphrase the highlighted word: Thomson's songs *contain* some of his,capture,capture,Paraphrase the highlighted word: Thomson's songs contain `` some of his finest work.,control,contain;;;;
"From there, like a buzzard in its eyrie, he would make forays round the US and abroad in spite of his *advanced* age.,NEWS,['old' 'late' 'higher' 'developed'],""Paraphrase the highlighted word: From there, like a buzzard in its ey"",young,teeny,""Paraphrase the highlighted word: From there, like a buzzard in its eyrie"",old,old";;;;
He seemed a genial and indestructible *landmark* in the history of American music, in spite of defective hearing which had bothered him since the late Seventies.,NEWS,['icon' 'pillar' 'milestone' 'fixture' 'beacon'],Paraphrase the highlighted word: He seemed a genial and indestructible *land,songwriter,songwriter,Paraphrase the highlighted word: He seemed a genial and indestructible ``,unsettling,unbearable;;;;
"He was President of FISA (Federation Internationale des Societes d'Aviron), the world governing *body*, for 30 years; and most of this body's attitudes and practices reflect the force of his strict, but genial personality.,NEWS,['organisation' 'committee' 'corporation' 'authority'],Paraphrase the highlighted word: He was President of FISA (Federation Internationale,body,body,Paraphrase the highlighted word: He was president of the Federation Internationale des Soc,federation,for";;;;
"He was President of FISA (Federation Internationale des Societes d'Aviron), the world governing body, for 30 years; and most of this body's attitudes and practices reflect the *force* of his strict, but genial personality.,NEWS,['strength' 'might' 'power'],Paraphrase the highlighted word: He was President of FISA (Federation Internationale,strength,strength,Paraphrase the highlighted word: He was president of the Federation Internationale des Soc,fate,power";;;;
FISA was then a relatively unimportant *body* which organised European and other championships and participated in the running of Olympic regattas.,NEWS,['organization' 'organisation' 'department' 'committee'],Paraphrase the highlighted word: FISA was then a relatively unimportant *body* which,sport,sport,Paraphrase the highlighted word: FISA was then a relatively unimportant body which organised European,body,person;;;;
He sat on the appropriate *boards* of the International Olympic Committee and was President of the General Assembly of International Sports Federations for 17 years.,NEWS,['offices' 'panels' 'stands' 'commissions'],Paraphrase the highlighted word: He sat on the appropriate *boards* of the,board,board,Paraphrase the highlighted word: He sat on the appropriate boards of the International Olympic Committee,chairman,for;;;;
"These positions were not held for his own status but to promote the cause of rowing where it *needed* clout.,NEWS,['required' 'demanded'],Paraphrase the highlighted word: These positions were held for his own status but to promote the cause,needs,needs,""Paraphrase the highlighted word: These positions were not held for his own status, but"",needed,needs";;;;
He successfully defended rowing as an Olympic sport and in 1976 *introduced* women's events, which have now expanded to six classes.,NEWS,['started' 'launched' 'presented' 'established'],Paraphrase the highlighted word: He successfully defended rowing as an Olympic sport and in 1976,launched,introduced,Paraphrase the highlighted word: He successfully defended rowing as an Olympic sport and introduced,made,in;;;;
"Keller was *made* a Steward of Henley Royal Regatta in 1976, a time when the proliferation of new six-lane, still-water courses around the world, which had emerged under his guidance, seemed a threat to the regatta founded in 1829.,NEWS,['appointed' 'employed' 'bestowed'],""<extra_id_0> : Keller was a Steward of Henley Royal Regatta in 1976,"",appointed,appointed,Paraphrase the highlighted word: Keller was made steward of Henley Royal Regatta,became,became";;;;
"Keller was made a Steward of Henley Royal Regatta in 1976, a time when the proliferation of new six-lane, still-water *courses* around the world, which had emerged under his guidance, seemed a threat to the regatta founded in 1829.,NEWS,['channels' 'conduits' 'flows' 'developments'],""<extra_id_0> : Keller was made Steward of Henley Royal Regatta in 1976, a"",lakes,rivers,Paraphrase the highlighted word: Keller was made steward of Henley Royal Regatta,pastor,course";;;;
"In spite of his gift to the sport, Keller was anxious not to *abuse* his status as President and never went to a rowing event unless invited.,NEWS,['misuse' 'exploit'],""Paraphrase the highlighted word: In spite of his gift to the sport, Keller was anxious not"",abandon,abandon,""Paraphrase the highlighted word: In spite of his gift to the sport, Keller was"",harass,receive";;;;
